d/m/yyyy,h:mm,time,height
19/4/16,8:50 PM,19/04/16 20:50,0.41
19/4/16,8:55 PM,19/04/16 20:55,0.41
19/4/16,9:00 PM,19/04/16 21:00,0.4
19/4/16,9:05 PM,19/04/16 21:05,0.4
19/4/16,9:10 PM,19/04/16 21:10,0.4
19/4/16,9:15 PM,19/04/16 21:15,0.39
19/4/16,9:20 PM,19/04/16 21:20,0.39
19/4/16,9:25 PM,19/04/16 21:25,0.39
19/4/16,9:30 PM,19/04/16 21:30,0.38
19/4/16,9:35 PM,19/04/16 21:35,0.38
19/4/16,9:40 PM,19/04/16 21:40,0.38
19/4/16,9:45 PM,19/04/16 21:45,0.37
19/4/16,9:50 PM,19/04/16 21:50,0.37
19/4/16,9:55 PM,19/04/16 21:55,0.37
19/4/16,10:00 PM,19/04/16 22:00,0.36
19/4/16,10:05 PM,19/04/16 22:05,0.36
19/4/16,10:10 PM,19/04/16 22:10,0.35
19/4/16,10:15 PM,19/04/16 22:15,0.35
19/4/16,10:20 PM,19/04/16 22:20,0.35
19/4/16,10:25 PM,19/04/16 22:25,0.34
19/4/16,10:30 PM,19/04/16 22:30,0.34
19/4/16,10:35 PM,19/04/16 22:35,0.34
19/4/16,10:40 PM,19/04/16 22:40,0.33
19/4/16,10:45 PM,19/04/16 22:45,0.33
19/4/16,10:50 PM,19/04/16 22:50,0.32
19/4/16,10:55 PM,19/04/16 22:55,0.32
19/4/16,11:00 PM,19/04/16 23:00,0.32
19/4/16,11:05 PM,19/04/16 23:05,0.31
19/4/16,11:10 PM,19/04/16 23:10,0.31
19/4/16,11:15 PM,19/04/16 23:15,0.3
19/4/16,11:20 PM,19/04/16 23:20,0.3
19/4/16,11:25 PM,19/04/16 23:25,0.3
19/4/16,11:30 PM,19/04/16 23:30,0.29
19/4/16,11:35 PM,19/04/16 23:35,0.29
19/4/16,11:40 PM,19/04/16 23:40,0.28
19/4/16,11:45 PM,19/04/16 23:45,0.28
19/4/16,11:50 PM,19/04/16 23:50,0.28
19/4/16,11:55 PM,19/04/16 23:55,0.27
20/4/16,12:00 AM,20/04/16 00:00,0.27
20/4/16,12:05 AM,20/04/16 00:05,0.27
20/4/16,12:10 AM,20/04/16 00:10,0.26
20/4/16,12:15 AM,20/04/16 00:15,0.26
20/4/16,12:20 AM,20/04/16 00:20,0.26
20/4/16,12:25 AM,20/04/16 00:25,0.26
20/4/16,12:30 AM,20/04/16 00:30,0.25
20/4/16,12:35 AM,20/04/16 00:35,0.25
20/4/16,12:40 AM,20/04/16 00:40,0.25
20/4/16,12:45 AM,20/04/16 00:45,0.25
20/4/16,12:50 AM,20/04/16 00:50,0.24
20/4/16,12:55 AM,20/04/16 00:55,0.24
20/4/16,1:00 AM,20/04/16 01:00,0.24
20/4/16,1:05 AM,20/04/16 01:05,0.24
20/4/16,1:10 AM,20/04/16 01:10,0.24
20/4/16,1:15 AM,20/04/16 01:15,0.23
20/4/16,1:20 AM,20/04/16 01:20,0.23
20/4/16,1:25 AM,20/04/16 01:25,0.23
20/4/16,1:30 AM,20/04/16 01:30,0.23
20/4/16,1:35 AM,20/04/16 01:35,0.23
20/4/16,1:40 AM,20/04/16 01:40,0.23
20/4/16,1:45 AM,20/04/16 01:45,0.23
20/4/16,1:50 AM,20/04/16 01:50,0.23
20/4/16,1:55 AM,20/04/16 01:55,0.23
20/4/16,2:00 AM,20/04/16 02:00,0.23
20/4/16,2:05 AM,20/04/16 02:05,0.23
20/4/16,2:10 AM,20/04/16 02:10,0.22
20/4/16,2:15 AM,20/04/16 02:15,0.22
20/4/16,2:20 AM,20/04/16 02:20,0.22
20/4/16,2:25 AM,20/04/16 02:25,0.23
20/4/16,2:30 AM,20/04/16 02:30,0.23
20/4/16,2:35 AM,20/04/16 02:35,0.23
20/4/16,2:40 AM,20/04/16 02:40,0.23
20/4/16,2:45 AM,20/04/16 02:45,0.23
20/4/16,2:50 AM,20/04/16 02:50,0.23
20/4/16,2:55 AM,20/04/16 02:55,0.23
20/4/16,3:00 AM,20/04/16 03:00,0.23
20/4/16,3:05 AM,20/04/16 03:05,0.23
20/4/16,3:10 AM,20/04/16 03:10,0.23
20/4/16,3:15 AM,20/04/16 03:15,0.23
20/4/16,3:20 AM,20/04/16 03:20,0.23
20/4/16,3:25 AM,20/04/16 03:25,0.24
20/4/16,3:30 AM,20/04/16 03:30,0.24
20/4/16,3:35 AM,20/04/16 03:35,0.24
20/4/16,3:40 AM,20/04/16 03:40,0.24
20/4/16,3:45 AM,20/04/16 03:45,0.24
20/4/16,3:50 AM,20/04/16 03:50,0.24
20/4/16,3:55 AM,20/04/16 03:55,0.25
20/4/16,4:00 AM,20/04/16 04:00,0.25
20/4/16,4:05 AM,20/04/16 04:05,0.25
20/4/16,4:10 AM,20/04/16 04:10,0.25
20/4/16,4:15 AM,20/04/16 04:15,0.25
20/4/16,4:20 AM,20/04/16 04:20,0.26
20/4/16,4:25 AM,20/04/16 04:25,0.26
20/4/16,4:30 AM,20/04/16 04:30,0.26
20/4/16,4:35 AM,20/04/16 04:35,0.26
20/4/16,4:40 AM,20/04/16 04:40,0.27
20/4/16,4:45 AM,20/04/16 04:45,0.27
20/4/16,4:50 AM,20/04/16 04:50,0.27
20/4/16,4:55 AM,20/04/16 04:55,0.27
20/4/16,5:00 AM,20/04/16 05:00,0.27
20/4/16,5:05 AM,20/04/16 05:05,0.28
20/4/16,5:10 AM,20/04/16 05:10,0.28
20/4/16,5:15 AM,20/04/16 05:15,0.28
20/4/16,5:20 AM,20/04/16 05:20,0.28
20/4/16,5:25 AM,20/04/16 05:25,0.28
20/4/16,5:30 AM,20/04/16 05:30,0.29
20/4/16,5:35 AM,20/04/16 05:35,0.29
20/4/16,5:40 AM,20/04/16 05:40,0.29
20/4/16,5:45 AM,20/04/16 05:45,0.29
20/4/16,5:50 AM,20/04/16 05:50,0.29
20/4/16,5:55 AM,20/04/16 05:55,0.3
20/4/16,6:00 AM,20/04/16 06:00,0.3
20/4/16,6:05 AM,20/04/16 06:05,0.3
20/4/16,6:10 AM,20/04/16 06:10,0.3
20/4/16,6:15 AM,20/04/16 06:15,0.3
20/4/16,6:20 AM,20/04/16 06:20,0.3
20/4/16,6:25 AM,20/04/16 06:25,0.3
20/4/16,6:30 AM,20/04/16 06:30,0.3
20/4/16,6:35 AM,20/04/16 06:35,0.31
20/4/16,6:40 AM,20/04/16 06:40,0.31
20/4/16,6:45 AM,20/04/16 06:45,0.31
20/4/16,6:50 AM,20/04/16 06:50,0.31
20/4/16,6:55 AM,20/04/16 06:55,0.31
20/4/16,7:00 AM,20/04/16 07:00,0.31
20/4/16,7:05 AM,20/04/16 07:05,0.31
20/4/16,7:10 AM,20/04/16 07:10,0.31
20/4/16,7:15 AM,20/04/16 07:15,0.31
20/4/16,7:20 AM,20/04/16 07:20,0.31
20/4/16,7:25 AM,20/04/16 07:25,0.31
20/4/16,7:30 AM,20/04/16 07:30,0.31
20/4/16,7:35 AM,20/04/16 07:35,0.31
20/4/16,7:40 AM,20/04/16 07:40,0.31
20/4/16,7:45 AM,20/04/16 07:45,0.31
20/4/16,7:50 AM,20/04/16 07:50,0.31
20/4/16,7:55 AM,20/04/16 07:55,0.31
20/4/16,8:00 AM,20/04/16 08:00,0.31
20/4/16,8:05 AM,20/04/16 08:05,0.31
20/4/16,8:10 AM,20/04/16 08:10,0.31
20/4/16,8:15 AM,20/04/16 08:15,0.31
20/4/16,8:20 AM,20/04/16 08:20,0.3
20/4/16,8:25 AM,20/04/16 08:25,0.3
20/4/16,8:30 AM,20/04/16 08:30,0.3
20/4/16,8:35 AM,20/04/16 08:35,0.3
20/4/16,8:40 AM,20/04/16 08:40,0.3
20/4/16,8:45 AM,20/04/16 08:45,0.3
20/4/16,8:50 AM,20/04/16 08:50,0.3
20/4/16,8:55 AM,20/04/16 08:55,0.29
20/4/16,9:00 AM,20/04/16 09:00,0.29
20/4/16,9:05 AM,20/04/16 09:05,0.29
20/4/16,9:10 AM,20/04/16 09:10,0.29
20/4/16,9:15 AM,20/04/16 09:15,0.29
20/4/16,9:20 AM,20/04/16 09:20,0.28
20/4/16,9:25 AM,20/04/16 09:25,0.28
20/4/16,9:30 AM,20/04/16 09:30,0.28
20/4/16,9:35 AM,20/04/16 09:35,0.28
20/4/16,9:40 AM,20/04/16 09:40,0.28
20/4/16,9:45 AM,20/04/16 09:45,0.27
20/4/16,9:50 AM,20/04/16 09:50,0.27
20/4/16,9:55 AM,20/04/16 09:55,0.27
20/4/16,10:00 AM,20/04/16 10:00,0.27
20/4/16,10:05 AM,20/04/16 10:05,0.26
20/4/16,10:10 AM,20/04/16 10:10,0.26
20/4/16,10:15 AM,20/04/16 10:15,0.26
20/4/16,10:20 AM,20/04/16 10:20,0.26
20/4/16,10:25 AM,20/04/16 10:25,0.26
20/4/16,10:30 AM,20/04/16 10:30,0.25
20/4/16,10:35 AM,20/04/16 10:35,0.25
20/4/16,10:40 AM,20/04/16 10:40,0.25
20/4/16,10:45 AM,20/04/16 10:45,0.25
20/4/16,10:50 AM,20/04/16 10:50,0.24
20/4/16,10:55 AM,20/04/16 10:55,0.24
20/4/16,11:00 AM,20/04/16 11:00,0.24
20/4/16,11:05 AM,20/04/16 11:05,0.24
20/4/16,11:10 AM,20/04/16 11:10,0.24
20/4/16,11:15 AM,20/04/16 11:15,0.23
20/4/16,11:20 AM,20/04/16 11:20,0.23
20/4/16,11:25 AM,20/04/16 11:25,0.23
20/4/16,11:30 AM,20/04/16 11:30,0.23
20/4/16,11:35 AM,20/04/16 11:35,0.23
20/4/16,11:40 AM,20/04/16 11:40,0.23
20/4/16,11:45 AM,20/04/16 11:45,0.22
20/4/16,11:50 AM,20/04/16 11:50,0.22
20/4/16,11:55 AM,20/04/16 11:55,0.22
20/4/16,12:00 PM,20/04/16 12:00,0.22
20/4/16,12:05 PM,20/04/16 12:05,0.22
20/4/16,12:10 PM,20/04/16 12:10,0.22
20/4/16,12:15 PM,20/04/16 12:15,0.22
20/4/16,12:20 PM,20/04/16 12:20,0.22
20/4/16,12:25 PM,20/04/16 12:25,0.22
20/4/16,12:30 PM,20/04/16 12:30,0.22
20/4/16,12:35 PM,20/04/16 12:35,0.22
20/4/16,12:40 PM,20/04/16 12:40,0.22
20/4/16,12:45 PM,20/04/16 12:45,0.22
20/4/16,12:50 PM,20/04/16 12:50,0.22
20/4/16,12:55 PM,20/04/16 12:55,0.22
20/4/16,1:00 PM,20/04/16 13:00,0.22
20/4/16,1:05 PM,20/04/16 13:05,0.22
20/4/16,1:10 PM,20/04/16 13:10,0.22
20/4/16,1:15 PM,20/04/16 13:15,0.22
20/4/16,1:20 PM,20/04/16 13:20,0.22
20/4/16,1:25 PM,20/04/16 13:25,0.22
20/4/16,1:30 PM,20/04/16 13:30,0.22
20/4/16,1:35 PM,20/04/16 13:35,0.22
20/4/16,1:40 PM,20/04/16 13:40,0.22
20/4/16,1:45 PM,20/04/16 13:45,0.23
20/4/16,1:50 PM,20/04/16 13:50,0.23
20/4/16,1:55 PM,20/04/16 13:55,0.23
20/4/16,2:00 PM,20/04/16 14:00,0.23
20/4/16,2:05 PM,20/04/16 14:05,0.23
20/4/16,2:10 PM,20/04/16 14:10,0.24
20/4/16,2:15 PM,20/04/16 14:15,0.24
20/4/16,2:20 PM,20/04/16 14:20,0.24
20/4/16,2:25 PM,20/04/16 14:25,0.24
20/4/16,2:30 PM,20/04/16 14:30,0.25
20/4/16,2:35 PM,20/04/16 14:35,0.25
20/4/16,2:40 PM,20/04/16 14:40,0.25
20/4/16,2:45 PM,20/04/16 14:45,0.26
20/4/16,2:50 PM,20/04/16 14:50,0.26
20/4/16,2:55 PM,20/04/16 14:55,0.26
20/4/16,3:00 PM,20/04/16 15:00,0.27
20/4/16,3:05 PM,20/04/16 15:05,0.27
20/4/16,3:10 PM,20/04/16 15:10,0.27
20/4/16,3:15 PM,20/04/16 15:15,0.28
20/4/16,3:20 PM,20/04/16 15:20,0.28
20/4/16,3:25 PM,20/04/16 15:25,0.28
20/4/16,3:30 PM,20/04/16 15:30,0.29
20/4/16,3:35 PM,20/04/16 15:35,0.29
20/4/16,3:40 PM,20/04/16 15:40,0.3
20/4/16,3:45 PM,20/04/16 15:45,0.3
20/4/16,3:50 PM,20/04/16 15:50,0.3
20/4/16,3:55 PM,20/04/16 15:55,0.31
20/4/16,4:00 PM,20/04/16 16:00,0.31
20/4/16,4:05 PM,20/04/16 16:05,0.32
20/4/16,4:10 PM,20/04/16 16:10,0.32
20/4/16,4:15 PM,20/04/16 16:15,0.32
20/4/16,4:20 PM,20/04/16 16:20,0.33
20/4/16,4:25 PM,20/04/16 16:25,0.33
20/4/16,4:30 PM,20/04/16 16:30,0.34
20/4/16,4:35 PM,20/04/16 16:35,0.34
20/4/16,4:40 PM,20/04/16 16:40,0.35
20/4/16,4:45 PM,20/04/16 16:45,0.35
20/4/16,4:50 PM,20/04/16 16:50,0.35
20/4/16,4:55 PM,20/04/16 16:55,0.36
20/4/16,5:00 PM,20/04/16 17:00,0.36
20/4/16,5:05 PM,20/04/16 17:05,0.37
20/4/16,5:10 PM,20/04/16 17:10,0.37
20/4/16,5:15 PM,20/04/16 17:15,0.37
20/4/16,5:20 PM,20/04/16 17:20,0.38
20/4/16,5:25 PM,20/04/16 17:25,0.38
20/4/16,5:30 PM,20/04/16 17:30,0.39
20/4/16,5:35 PM,20/04/16 17:35,0.39
20/4/16,5:40 PM,20/04/16 17:40,0.39
20/4/16,5:45 PM,20/04/16 17:45,0.4
20/4/16,5:50 PM,20/04/16 17:50,0.4
20/4/16,5:55 PM,20/04/16 17:55,0.4
20/4/16,6:00 PM,20/04/16 18:00,0.41
20/4/16,6:05 PM,20/04/16 18:05,0.41
20/4/16,6:10 PM,20/04/16 18:10,0.41
20/4/16,6:15 PM,20/04/16 18:15,0.41
20/4/16,6:20 PM,20/04/16 18:20,0.42
20/4/16,6:25 PM,20/04/16 18:25,0.42
20/4/16,6:30 PM,20/04/16 18:30,0.42
20/4/16,6:35 PM,20/04/16 18:35,0.42
20/4/16,6:40 PM,20/04/16 18:40,0.43
20/4/16,6:45 PM,20/04/16 18:45,0.43
20/4/16,6:50 PM,20/04/16 18:50,0.43
20/4/16,6:55 PM,20/04/16 18:55,0.43
20/4/16,7:00 PM,20/04/16 19:00,0.43
20/4/16,7:05 PM,20/04/16 19:05,0.44
20/4/16,7:10 PM,20/04/16 19:10,0.44
20/4/16,7:15 PM,20/04/16 19:15,0.44
20/4/16,7:20 PM,20/04/16 19:20,0.44
20/4/16,7:25 PM,20/04/16 19:25,0.44
20/4/16,7:30 PM,20/04/16 19:30,0.44
20/4/16,7:35 PM,20/04/16 19:35,0.44
20/4/16,7:40 PM,20/04/16 19:40,0.44
20/4/16,7:45 PM,20/04/16 19:45,0.44
20/4/16,7:50 PM,20/04/16 19:50,0.44
20/4/16,7:55 PM,20/04/16 19:55,0.44
20/4/16,8:00 PM,20/04/16 20:00,0.44
20/4/16,8:05 PM,20/04/16 20:05,0.44
20/4/16,8:10 PM,20/04/16 20:10,0.44
20/4/16,8:15 PM,20/04/16 20:15,0.44
20/4/16,8:20 PM,20/04/16 20:20,0.44
20/4/16,8:25 PM,20/04/16 20:25,0.43
20/4/16,8:30 PM,20/04/16 20:30,0.43
20/4/16,8:35 PM,20/04/16 20:35,0.43
20/4/16,8:40 PM,20/04/16 20:40,0.43
20/4/16,8:45 PM,20/04/16 20:45,0.43
20/4/16,8:50 PM,20/04/16 20:50,0.43
20/4/16,8:55 PM,20/04/16 20:55,0.42
20/4/16,9:00 PM,20/04/16 21:00,0.42
20/4/16,9:05 PM,20/04/16 21:05,0.42
20/4/16,9:10 PM,20/04/16 21:10,0.42
20/4/16,9:15 PM,20/04/16 21:15,0.41
20/4/16,9:20 PM,20/04/16 21:20,0.41
20/4/16,9:25 PM,20/04/16 21:25,0.41
20/4/16,9:30 PM,20/04/16 21:30,0.41
20/4/16,9:35 PM,20/04/16 21:35,0.4
20/4/16,9:40 PM,20/04/16 21:40,0.4
20/4/16,9:45 PM,20/04/16 21:45,0.4
20/4/16,9:50 PM,20/04/16 21:50,0.39
20/4/16,9:55 PM,20/04/16 21:55,0.39
20/4/16,10:00 PM,20/04/16 22:00,0.38
20/4/16,10:05 PM,20/04/16 22:05,0.38
20/4/16,10:10 PM,20/04/16 22:10,0.38
20/4/16,10:15 PM,20/04/16 22:15,0.37
20/4/16,10:20 PM,20/04/16 22:20,0.37
20/4/16,10:25 PM,20/04/16 22:25,0.37
20/4/16,10:30 PM,20/04/16 22:30,0.36
20/4/16,10:35 PM,20/04/16 22:35,0.36
20/4/16,10:40 PM,20/04/16 22:40,0.35
20/4/16,10:45 PM,20/04/16 22:45,0.35
20/4/16,10:50 PM,20/04/16 22:50,0.35
20/4/16,10:55 PM,20/04/16 22:55,0.34
20/4/16,11:00 PM,20/04/16 23:00,0.34
20/4/16,11:05 PM,20/04/16 23:05,0.33
20/4/16,11:10 PM,20/04/16 23:10,0.33
20/4/16,11:15 PM,20/04/16 23:15,0.32
20/4/16,11:20 PM,20/04/16 23:20,0.32
20/4/16,11:25 PM,20/04/16 23:25,0.32
20/4/16,11:30 PM,20/04/16 23:30,0.31
20/4/16,11:35 PM,20/04/16 23:35,0.31
20/4/16,11:40 PM,20/04/16 23:40,0.3
20/4/16,11:45 PM,20/04/16 23:45,0.3
20/4/16,11:50 PM,20/04/16 23:50,0.3
20/4/16,11:55 PM,20/04/16 23:55,0.29
21/4/16,12:00 AM,21/04/16 00:00,0.29
21/4/16,12:05 AM,21/04/16 00:05,0.28
21/4/16,12:10 AM,21/04/16 00:10,0.28
21/4/16,12:15 AM,21/04/16 00:15,0.28
21/4/16,12:20 AM,21/04/16 00:20,0.27
21/4/16,12:25 AM,21/04/16 00:25,0.27
21/4/16,12:30 AM,21/04/16 00:30,0.27
21/4/16,12:35 AM,21/04/16 00:35,0.26
21/4/16,12:40 AM,21/04/16 00:40,0.26
21/4/16,12:45 AM,21/04/16 00:45,0.26
21/4/16,12:50 AM,21/04/16 00:50,0.25
21/4/16,12:55 AM,21/04/16 00:55,0.25
21/4/16,1:00 AM,21/04/16 01:00,0.25
21/4/16,1:05 AM,21/04/16 01:05,0.25
21/4/16,1:10 AM,21/04/16 01:10,0.24
21/4/16,1:15 AM,21/04/16 01:15,0.24
21/4/16,1:20 AM,21/04/16 01:20,0.24
21/4/16,1:25 AM,21/04/16 01:25,0.24
21/4/16,1:30 AM,21/04/16 01:30,0.23
21/4/16,1:35 AM,21/04/16 01:35,0.23
21/4/16,1:40 AM,21/04/16 01:40,0.23
21/4/16,1:45 AM,21/04/16 01:45,0.23
21/4/16,1:50 AM,21/04/16 01:50,0.23
21/4/16,1:55 AM,21/04/16 01:55,0.23
21/4/16,2:00 AM,21/04/16 02:00,0.23
21/4/16,2:05 AM,21/04/16 02:05,0.22
21/4/16,2:10 AM,21/04/16 02:10,0.22
21/4/16,2:15 AM,21/04/16 02:15,0.22
21/4/16,2:20 AM,21/04/16 02:20,0.22
21/4/16,2:25 AM,21/04/16 02:25,0.22
21/4/16,2:30 AM,21/04/16 02:30,0.22
21/4/16,2:35 AM,21/04/16 02:35,0.22
21/4/16,2:40 AM,21/04/16 02:40,0.22
21/4/16,2:45 AM,21/04/16 02:45,0.22
21/4/16,2:50 AM,21/04/16 02:50,0.22
21/4/16,2:55 AM,21/04/16 02:55,0.22
21/4/16,3:00 AM,21/04/16 03:00,0.22
21/4/16,3:05 AM,21/04/16 03:05,0.22
21/4/16,3:10 AM,21/04/16 03:10,0.22
21/4/16,3:15 AM,21/04/16 03:15,0.22
21/4/16,3:20 AM,21/04/16 03:20,0.22
21/4/16,3:25 AM,21/04/16 03:25,0.22
21/4/16,3:30 AM,21/04/16 03:30,0.23
21/4/16,3:35 AM,21/04/16 03:35,0.23
21/4/16,3:40 AM,21/04/16 03:40,0.23
21/4/16,3:45 AM,21/04/16 03:45,0.23
21/4/16,3:50 AM,21/04/16 03:50,0.23
21/4/16,3:55 AM,21/04/16 03:55,0.23
21/4/16,4:00 AM,21/04/16 04:00,0.23
21/4/16,4:05 AM,21/04/16 04:05,0.23
21/4/16,4:10 AM,21/04/16 04:10,0.24
21/4/16,4:15 AM,21/04/16 04:15,0.24
21/4/16,4:20 AM,21/04/16 04:20,0.24
21/4/16,4:25 AM,21/04/16 04:25,0.24
21/4/16,4:30 AM,21/04/16 04:30,0.24
21/4/16,4:35 AM,21/04/16 04:35,0.25
21/4/16,4:40 AM,21/04/16 04:40,0.25
21/4/16,4:45 AM,21/04/16 04:45,0.25
21/4/16,4:50 AM,21/04/16 04:50,0.25
21/4/16,4:55 AM,21/04/16 04:55,0.25
21/4/16,5:00 AM,21/04/16 05:00,0.26
21/4/16,5:05 AM,21/04/16 05:05,0.26
21/4/16,5:10 AM,21/04/16 05:10,0.26
21/4/16,5:15 AM,21/04/16 05:15,0.26
21/4/16,5:20 AM,21/04/16 05:20,0.26
21/4/16,5:25 AM,21/04/16 05:25,0.27
21/4/16,5:30 AM,21/04/16 05:30,0.27
21/4/16,5:35 AM,21/04/16 05:35,0.27
21/4/16,5:40 AM,21/04/16 05:40,0.27
21/4/16,5:45 AM,21/04/16 05:45,0.27
21/4/16,5:50 AM,21/04/16 05:50,0.28
21/4/16,5:55 AM,21/04/16 05:55,0.28
21/4/16,6:00 AM,21/04/16 06:00,0.28
21/4/16,6:05 AM,21/04/16 06:05,0.28
21/4/16,6:10 AM,21/04/16 06:10,0.28
21/4/16,6:15 AM,21/04/16 06:15,0.28
21/4/16,6:20 AM,21/04/16 06:20,0.29
21/4/16,6:25 AM,21/04/16 06:25,0.29
21/4/16,6:30 AM,21/04/16 06:30,0.29
21/4/16,6:35 AM,21/04/16 06:35,0.29
21/4/16,6:40 AM,21/04/16 06:40,0.29
21/4/16,6:45 AM,21/04/16 06:45,0.29
21/4/16,6:50 AM,21/04/16 06:50,0.29
21/4/16,6:55 AM,21/04/16 06:55,0.3
21/4/16,7:00 AM,21/04/16 07:00,0.3
21/4/16,7:05 AM,21/04/16 07:05,0.3
21/4/16,7:10 AM,21/04/16 07:10,0.3
21/4/16,7:15 AM,21/04/16 07:15,0.3
21/4/16,7:20 AM,21/04/16 07:20,0.3
21/4/16,7:25 AM,21/04/16 07:25,0.3
21/4/16,7:30 AM,21/04/16 07:30,0.3
21/4/16,7:35 AM,21/04/16 07:35,0.3
21/4/16,7:40 AM,21/04/16 07:40,0.3
21/4/16,7:45 AM,21/04/16 07:45,0.3
21/4/16,7:50 AM,21/04/16 07:50,0.3
21/4/16,7:55 AM,21/04/16 07:55,0.3
21/4/16,8:00 AM,21/04/16 08:00,0.3
21/4/16,8:05 AM,21/04/16 08:05,0.3
21/4/16,8:10 AM,21/04/16 08:10,0.3
21/4/16,8:15 AM,21/04/16 08:15,0.3
21/4/16,8:20 AM,21/04/16 08:20,0.3
21/4/16,8:25 AM,21/04/16 08:25,0.3
21/4/16,8:30 AM,21/04/16 08:30,0.3
21/4/16,8:35 AM,21/04/16 08:35,0.3
21/4/16,8:40 AM,21/04/16 08:40,0.3
21/4/16,8:45 AM,21/04/16 08:45,0.3
21/4/16,8:50 AM,21/04/16 08:50,0.29
21/4/16,8:55 AM,21/04/16 08:55,0.29
21/4/16,9:00 AM,21/04/16 09:00,0.29
21/4/16,9:05 AM,21/04/16 09:05,0.29
21/4/16,9:10 AM,21/04/16 09:10,0.29
21/4/16,9:15 AM,21/04/16 09:15,0.29
21/4/16,9:20 AM,21/04/16 09:20,0.29
21/4/16,9:25 AM,21/04/16 09:25,0.28
21/4/16,9:30 AM,21/04/16 09:30,0.28
21/4/16,9:35 AM,21/04/16 09:35,0.28
21/4/16,9:40 AM,21/04/16 09:40,0.28
21/4/16,9:45 AM,21/04/16 09:45,0.28
21/4/16,9:50 AM,21/04/16 09:50,0.28
21/4/16,9:55 AM,21/04/16 09:55,0.27
21/4/16,10:00 AM,21/04/16 10:00,0.27
21/4/16,10:05 AM,21/04/16 10:05,0.27
21/4/16,10:10 AM,21/04/16 10:10,0.27
21/4/16,10:15 AM,21/04/16 10:15,0.27
21/4/16,10:20 AM,21/04/16 10:20,0.26
21/4/16,10:25 AM,21/04/16 10:25,0.26
21/4/16,10:30 AM,21/04/16 10:30,0.26
21/4/16,10:35 AM,21/04/16 10:35,0.26
21/4/16,10:40 AM,21/04/16 10:40,0.26
21/4/16,10:45 AM,21/04/16 10:45,0.25
21/4/16,10:50 AM,21/04/16 10:50,0.25
21/4/16,10:55 AM,21/04/16 10:55,0.25
21/4/16,11:00 AM,21/04/16 11:00,0.25
21/4/16,11:05 AM,21/04/16 11:05,0.25
21/4/16,11:10 AM,21/04/16 11:10,0.24
21/4/16,11:15 AM,21/04/16 11:15,0.24
21/4/16,11:20 AM,21/04/16 11:20,0.24
21/4/16,11:25 AM,21/04/16 11:25,0.24
21/4/16,11:30 AM,21/04/16 11:30,0.24
21/4/16,11:35 AM,21/04/16 11:35,0.23
21/4/16,11:40 AM,21/04/16 11:40,0.23
21/4/16,11:45 AM,21/04/16 11:45,0.23
21/4/16,11:50 AM,21/04/16 11:50,0.23
21/4/16,11:55 AM,21/04/16 11:55,0.23
21/4/16,12:00 PM,21/04/16 12:00,0.23
21/4/16,12:05 PM,21/04/16 12:05,0.23
21/4/16,12:10 PM,21/04/16 12:10,0.22
21/4/16,12:15 PM,21/04/16 12:15,0.22
21/4/16,12:20 PM,21/04/16 12:20,0.22
21/4/16,12:25 PM,21/04/16 12:25,0.22
21/4/16,12:30 PM,21/04/16 12:30,0.22
21/4/16,12:35 PM,21/04/16 12:35,0.22
21/4/16,12:40 PM,21/04/16 12:40,0.22
21/4/16,12:45 PM,21/04/16 12:45,0.22
21/4/16,12:50 PM,21/04/16 12:50,0.22
21/4/16,12:55 PM,21/04/16 12:55,0.22
21/4/16,1:00 PM,21/04/16 13:00,0.22
21/4/16,1:05 PM,21/04/16 13:05,0.22
21/4/16,1:10 PM,21/04/16 13:10,0.22
21/4/16,1:15 PM,21/04/16 13:15,0.22
21/4/16,1:20 PM,21/04/16 13:20,0.22
21/4/16,1:25 PM,21/04/16 13:25,0.22
21/4/16,1:30 PM,21/04/16 13:30,0.22
21/4/16,1:35 PM,21/04/16 13:35,0.22
21/4/16,1:40 PM,21/04/16 13:40,0.22
21/4/16,1:45 PM,21/04/16 13:45,0.22
21/4/16,1:50 PM,21/04/16 13:50,0.23
21/4/16,1:55 PM,21/04/16 13:55,0.23
21/4/16,2:00 PM,21/04/16 14:00,0.23
21/4/16,2:05 PM,21/04/16 14:05,0.23
21/4/16,2:10 PM,21/04/16 14:10,0.23
21/4/16,2:15 PM,21/04/16 14:15,0.23
21/4/16,2:20 PM,21/04/16 14:20,0.24
21/4/16,2:25 PM,21/04/16 14:25,0.24
21/4/16,2:30 PM,21/04/16 14:30,0.24
21/4/16,2:35 PM,21/04/16 14:35,0.24
21/4/16,2:40 PM,21/04/16 14:40,0.25
21/4/16,2:45 PM,21/04/16 14:45,0.25
21/4/16,2:50 PM,21/04/16 14:50,0.25
21/4/16,2:55 PM,21/04/16 14:55,0.25
21/4/16,3:00 PM,21/04/16 15:00,0.26
21/4/16,3:05 PM,21/04/16 15:05,0.26
21/4/16,3:10 PM,21/04/16 15:10,0.26
21/4/16,3:15 PM,21/04/16 15:15,0.27
21/4/16,3:20 PM,21/04/16 15:20,0.27
21/4/16,3:25 PM,21/04/16 15:25,0.27
21/4/16,3:30 PM,21/04/16 15:30,0.28
21/4/16,3:35 PM,21/04/16 15:35,0.28
21/4/16,3:40 PM,21/04/16 15:40,0.28
21/4/16,3:45 PM,21/04/16 15:45,0.29
21/4/16,3:50 PM,21/04/16 15:50,0.29
